RacaID,lat,long,upedonid,rcasiteid,SOCstock5,SOCstock30,SOCstock100
C0815R16,32.02,-108.87,RaCA11NMJR111,C0815R16,2.91739112267428,29.1263893257552,81.5108050440497
C0606C02,39.25,-108.87,2011CO077046,C0606C02,5.57645374255696,29.9769511553447,44.2699193160787
C0802R01,36.61,-108.86,RaCA11NMJG0135,C0802R01,1.86995362459652,6.14945506685774,23.2956055243763
C0812C03,32.02,-108.86,RaCA11AZKC161,C0812C03,10.3209026502885,41.5130883499873,83.3945060389059
C0712P06,48.55,-108.85,C0712P06-1,C0712P06,14.891948775366,66.7093535650908,157.94317610362
F0609R05,39.93,-108.84,2011CO103066,F0609R05,14.7704165380149,44.5320177388264,127.281155524184
C0701F03,46.28,-108.83,C0701F03-1,C0701F03,5.11802011864474,12.7621221987079,12.7621221987079
C0815R08,32.4,-108.83,RaCA11NMJR16,C0815R08,5.59743821446992,17.7032471361893,45.7532466801204
C0401R05,43.61,-108.82,C0401R05X,C0401R05,16.6740356255609,63.0956509204989,77.9057268602784
C0401R51,45.4,-108.81,C0401R51X,C0401R51,9.52083421429941,36.2328436713867,46.7521868673356
F0607R01,39.29,-108.81,2011CO077011,F0607R01,5.02799457814372,16.3333578259525,29.6187402682063
C0705R23,48.41,-108.79,C0705R23-1,C0705R23,9.6763782137185,21.2716047289133,41.3274494378483
C0806R27,31.86,-108.79,RaCA11AZBS136,C0806R27,7.26030289604189,34.3010548080482,97.25179880485
C0402R04,43.03,-108.78,C0402R04X,C0402R04,11.2249995408407,41.4950480882833,87.9227542252107
C0807W02,36.86,-108.77,RaCA11NMSZ061,C0807W02,1.70759080195467,5.20767977042184,8.75626945255758
F0701F01,47.74,-108.77,F0701F01-1,F0701F01,19.6047043437468,46.0826744236651,46.0826744236651
C0804F03,35.36,-108.76,RaCA11NMSZ041,C0804F03,7.39310645820357,29.2353739802251,37.1473756379975
C0805R10,35.3,-108.75,RaCA11NMJG0050,C0805R10,23.4512733923805,90.764699403448,213.798154606473
C0813R01,36.88,-108.75,RaCA11NMSZ056,C0813R01,0.675953310888598,3.01631869229489,3.01631869229489
C0805C06,36.8,-108.74,RaCA11NMSZ101,C0805C06,4.38215126504396,13.6819583310388,51.930813044048
C0607R09,40.1,-108.74,2011CO103021,C0607R09,25.6015922274838,82.8747985989024,162.595538223944
C0805C03,36.84,-108.74,RaCA11NMSZ071,C0805C03,9.2578742752412,49.4907336949783,109.21306273924
F0608R06,40.45,-108.73,2011CO081016,F0608R06,0.915271882229454,20.7482930647398,66.9570827253301
C0805P08,33.04,-108.7,RaCA11AZMC0126,C0805P08,6.4439898934767,24.2124031818357,64.0877820244011
C0607P05,37.42,-108.7,2011CO083021,C0607P05,2.74675272354086,15.435365080906,29.9368958855702
C0601C02,37.47,-108.7,2011CO083006,C0601C02,65.7116588807088,120.804670659369,120.804670659369
C0601C03,37.52,-108.7,2011CO083011,C0601C03,6.04918161476746,31.1378364636279,79.590688402537
C0815R01,32.37,-108.69,RaCA11NMJB061,C0815R01,3.63707546125731,21.6611884009992,81.4335928039419
C0705P06,47.22,-108.69,nan,nan,nan,nan,nan
C0813R04,36.58,-108.68,RaCA11NMSZ051,C0813R04,1.6182423363248,4.35489850478437,4.35489850478437
C0814R02,32.39,-108.66,RaCA11NMJB066,C0814R02,2.35570607256755,8.38692699433704,18.944353114182
C0801R10,36.46,-108.66,RaCA11NMSZ046,C0801R10,0.863261566111566,1.20856619255619,1.20856619255619
C0406R01,43.73,-108.66,C0406R01X,C0406R01,7.13193444658893,28.8986798212826,69.2561622028539
C0607W03,37.49,-108.66,2011CO083031,C0607W03,64.4308787068975,149.402571412654,175.920717667739
C0406P02,43.73,-108.65,C0406P02X,C0406P02,6.12678589489613,37.5681070478583,68.5416004290157
C0810R04,34.9,-108.65,RaCA11NMSZ086,C0810R04,3.50439862467304,19.9464047931027,63.9199156724671
C0402W05,43,-108.63,C0402W05X,C0402W05,20.6353916640318,73.0075631624917,94.6088377537524
C0406P53,43.73,-108.63,C0406P53X,C0406P53,6.2743894276861,25.3965811360982,47.0871113291083
C0805C04,35.12,-108.63,RaCA11NMSZ081,C0805C04,7.29488666430373,48.687232043009,126.426059179915
F0608F05,38.79,-108.62,2011CO077001,F0608F05,14.209253638973,51.4531020713334,128.15225062261
C0812R03,33.04,-108.62,RaCA11AZGA0126,C0812R03,6.00877800934012,39.9895391468379,73.7431756129866
C0805C02,35.33,-108.6,RaCA11NMJG0016,C0805C02,8.96099438523609,54.9549964532594,182.028187256229
C0815R15,31.97,-108.6,RaCA11NMJR91,C0815R15,2.1831110377985,25.3890482052476,96.2782543906636
C0810R10,35.23,-108.59,RaCA11NMJG0170,C0810R10,7.94424614705317,41.2697740575837,132.874297156276
C0805F06,35.13,-108.59,RaCA11NMSZ106,C0805F06,4.40416049381557,26.1343594597169,71.6728637621804
C0815R11,32.26,-108.59,RaCA11NMJB016,C0815R11,4.214898238111,20.1117682873595,211.810786912463
C0701R02,47.81,-108.59,C0701R02-1,C0701R02,6.85728083952184,20.0377819745029,65.0717523792405
C0815C02,35.11,-108.59,RaCA11NMJG0160,C0815C02,17.9901486810775,68.6652809244068,203.920898079645
C0812R11,32.26,-108.58,RaCA11NMJB011,C0812R11,7.71829825788467,28.1630963231527,60.5089691437046
C0804F02,35.11,-108.57,RaCA11NMSZ079,C0804F02,2.54779960170026,4.07647936272042,4.07647936272042
C0606C05,39.14,-108.56,2011CO077041,C0606C05,11.8187351963755,55.2122877517973,91.3861985818031
C0406F02,43.73,-108.55,C0406F02X,C0406F02,38.2062895037134,105.075459135845,117.075188461746
C0812R09,33,-108.55,RaCA11AZGA0136,C0812R09,3.01282039335551,17.3788493814584,32.6009511869415
C0815R02,31.62,-108.54,RaCA11NMJB001,C0815R02,6.89244763423212,33.4050686958908,103.893017300138
C0812C01,32.2,-108.54,RaCA11NMJB076,C0812C01,2.2048604143097,9.56470564830408,21.864673786825
C0815R10,31.63,-108.54,RaCA11NMJB006,C0815R10,0.814348842431093,21.9013346870424,81.2329924774878
C0705R10,47.8,-108.53,C0705R10-1,C0705R10,14.1403351329499,60.3309377040837,95.0666212315441
C0607W06,37.43,-108.53,2011CO083001,C0607W06,8.29598640537258,29.2610383861387,61.8131567212047
C0611W03,37.38,-108.52,2011CO083041,C0611W03,58.6151134336301,164.215238525308,194.529228362451
C0805C08,36.74,-108.51,RaCA11NMSZ111,C0805C08,6.13339612696345,24.6339848071128,85.3036292028736
F0601F03,40.18,-108.51,2011CO103051,F0601F03,3.56928557541506,16.6839790395187,20.4603602781217
C0805R14,34.45,-108.5,RaCA11NMSZ036,C0805R14,15.4034717628635,39.6553043233869,75.0144354353881
F0606F02,38.31,-108.49,2011CO085026,F0606F02,7.77032751001437,32.4624619508258,53.788957873874
F0606F03,38.91,-108.49,2011CO077016,F0606F03,1.7697742482643,17.1981711037412,20.9009863490556
C0406P56,43.71,-108.49,C0406P56X,C0406P56,10.6206569389704,49.6910550435383,78.2709429575124
C0809R02,34.51,-108.48,RaCA11NMJG0105,C0809R02,5.4452017309293,40.2412735380067,101.420803070868
F0609R02,40.11,-108.47,2011CO103076,F0609R02,32.5551604093595,81.6037282304183,191.211522716819
C0705R24,48.46,-108.46,C0705R24-1,C0705R24,23.1163144610504,67.1401954664961,121.335389938128
C0803R02,35.33,-108.45,RaCA11NMJG0165,C0803R02,7.47561126441875,25.9613945452313,55.0479400903973
C0609R03,42.87,-108.45,2011WY013016,C0609R03,2.07162151465495,18.5539275855968,41.6566298512795
F0606F04,38.23,-108.45,2011CO085011,F0606F04,4.26473908223345,16.5264190810795,16.5264190810795
C0607R12,39.12,-108.44,2011CO077036,C0607R12,7.17522020215336,20.3938052483289,53.7418330884447
F0607F01,37.48,-108.43,2011CO083051,F0607F01,10.9435474175931,33.7009917993226,36.1485779628049
C0403C07,43.3,-108.43,C0403C07X,C0403C07,4.7648070600771,23.7883907998242,55.2287185623365
C0701R09,46.52,-108.43,C0701R09-1,C0701R09,8.71908593827181,27.9392305617454,27.9392305617454
C0811R03,32.93,-108.42,RaCA11AZGA0131,C0811R03,10.143309764515,46.4757893159934,58.5896650193586
C0406R02,43.58,-108.42,C0406R02X,C0406R02,9.95445347688451,36.1633649471771,209.185488686736
C0406P01,43.68,-108.42,C0406P01X,C0406P01,17.7107294899671,49.4711943475547,92.8141347423034
C0403C04,43.32,-108.4,C0403C04X,C0403C04,5.02110533742327,21.2869850445623,31.2309756104525
F0606R03,39.07,-108.39,2011CO077051,F0606R03,2.24291789631899,9.93931362705412,27.4703736223826
C0402R02,44,-108.38,C0402R02X,C0402R02,5.33771119819034,19.2720182312055,33.462563734552
C0403P56,44.01,-108.37,C0403P56X,C0403P56,4.95515804292365,19.1778019510839,44.904662644195
F0403R01,44.11,-108.37,F0403R01X,F0403R01,2.55430634291234,10.9252953639965,34.055141832855
C0806C10,36.65,-108.36,RaCA11NMSZ016,C0806C10,3.29193489424809,16.1769158740534,21.7135691623259
C0402R03,44,-108.35,C0402R03X,C0402R03,2.34604741058022,10.7085847226471,17.1765365325527
C0814C06,36.57,-108.35,RaCA11NMSZ011,C0814C06,4.70242326333282,26.3136954671844,58.4081494328174
C0705C20,48.82,-108.34,C0705C20-1,C0705C20,12.3778066248749,43.0175522528015,69.314373961486
C0813R11,36.7,-108.34,RaCA11NMJG0070,C0813R11,0.791392543443336,1.8558224543443,1.8558224543443
F0601F01,39.8,-108.33,nan,nan,nan,nan,nan
C0605R03,42.65,-108.32,2011WY013011,C0605R03,6.23550324454658,17.1256596564901,42.22518730007
C0608R05,42.72,-108.32,2011CO013026,C0608R05,10.8638581325065,35.1569315562543,82.2464135729231
C0804R05,36.13,-108.32,RaCA11NMJG0030,C0804R05,1.53255742181854,10.891639745149,18.4969087491516
C0705R35,45.43,-108.31,C0705R35-1,C0705R35,16.0172058279967,80.0730486758237,141.391065264274
C0606P02,38.95,-108.31,2011CO077026,C0606P02,46.1139989836366,131.28554905836,145.587925051363
C0711R08,46.13,-108.3,C0711R08-1,C0711R08,13.2315513472431,43.8141188740474,101.448509561682
C0402P06,43.33,-108.29,C0402P06X,C0402P06,18.4778158677903,74.3819550306679,143.099804217929
C0403C01,43.33,-108.29,C0403C01X,C0403C01,4.26296596791756,25.6412620630968,44.1040839350496
F0608F06,40.13,-108.29,2011CO103001,F0608F06,2.89243947760967,14.6101785300074,15.0743139948772
C0705R17,48.48,-108.26,C0705R17-1,C0705R17,16.7034679533861,68.7130485632336,144.72784901418
C0806W03,36.66,-108.25,RaCA11NMJG0065,C0806W03,1.97303392933504,16.2709934874012,42.9607872488848
C0608F06,37.38,-108.25,2011CO083016,C0608F06,15.9094053585825,53.9693764337228,72.5060271710879
C0801R16,36.68,-108.24,RaCA11NMSZ121,C0801R16,1.86678139198617,2.98685022717787,2.98685022717787
C0705F03,46.45,-108.22,C0705F03-1,C0705F03,11.8527290710483,17.5387088222847,17.5387088222847
C0605F04,37.58,-108.21,2011CO083036,C0605F04,12.5860674380689,63.0476832275111,99.7156406110256
C0602W01,39.34,-108.19,2011CO077006,C0602W01,7.65366275358351,35.8546468815893,81.8600476672518
F0602R02,40.01,-108.19,2011CO103006,F0602R02,3.58960935152703,9.89222765968844,20.9107738280863
C0812R10,32.61,-108.17,RaCA11NMDW0091,C0812R10,6.15557286119395,39.2120990175597,128.719255203661
F0608R02,40.76,-108.15,2011CO081031,F0608R02,2.75861794800883,10.9182268180418,22.7094286732662
C0803R03,33.55,-108.12,RaCA11NMJB131,C0803R03,4.1567235467933,13.4655697125032,15.9381743039389
C0814R21,36.06,-108.12,RaCA11NMJG0120,C0814R21,0.846978813007876,4.49821125491336,17.8963820884585
F0601P01,38.54,-108.12,2011CO085031,F0601P01,4.64904107694583,21.7304699263229,41.9908931353176
C0806C13,36.62,-108.12,RaCA11NMJG0090,C0806C13,6.13895816094835,30.9383204894418,45.2389231437049
C0606C03,38.77,-108.12,2011CO029001,C0606C03,13.6946961987866,38.6845565202635,53.137545110164
C0814C01,36.55,-108.11,RaCA11NMJG0085,C0814C01,9.68091497831765,23.1333093849294,37.713336002182
C0814C04,36.47,-108.11,RaCA11NMJG0080,C0814C04,6.36474961746549,29.7313971009005,43.4758368157106
F0403R93,43.96,-108.11,F0403R93X,F0403R93,3.08242578953144,17.2364294986615,39.6127799707784
F0605F04,37.74,-108.08,2011CO033011,F0605F04,57.8120426739599,107.242490240214,149.986661050869
C0814C05,36.54,-108.08,RaCA11NMJG0075,C0814C05,3.46319540819728,19.6360349364406,37.0863163150204
F0403R05,43.95,-108.07,F0403R05X,F0403R05,2.53817210464673,17.1078093623793,40.306975298448
F0605F07,38.02,-108.05,2011CO113016,F0605F07,73.1035465305345,87.1410207854226,88.8650184867301
F0814R08,36.72,-108.04,RaCA11NMJG0145,F0814R08,3.44804121390453,13.4235729873168,27.0644664257164
F0814R03,36.28,-108.04,RaCA11NMJG0040,F0814R03,2.20213458528653,6.57899760982133,19.6246924376356
C0804R10,32.39,-108.04,RaCA11NMJB121,C0804R10,1.74972446487019,5.36830560815302,5.36830560815302
C0705C02,48.55,-108.04,C0705C02-1,C0705C02,4.83072641864512,28.9110428299786,80.0457878320546
C0801R15,36.68,-108.01,RaCA11NMSZ096,C0801R15,1.50115476301563,4.60980151563088,4.60980151563088
C0611W04,40.03,-108.01,2011CO103014,C0611W04,16.1673231482138,45.2313678151683,50.8968503617955
C0609W03,40.03,-108.01,2011CO103081,C0609W03,39.304856045233,100.986178633395,106.288379184842
F0403R54,44.15,-108,F0403R54X,F0403R54,3.14028732444544,12.7647767503185,29.8003496613252
F0403R02,44.09,-108,F0403R02X,F0403R02,1.47630052636692,9.55452232434449,13.9586687856652
C0709R09,43.15,-108,C0709R09-1,C0709R09,3.98560615206822,15.7481934753641,18.5457803767472
C0812F02,32.89,-108,RaCA11NMDW0081,C0812F02,5.63376586828424,42.0348150068615,71.4300616442951
C0812F03,32.89,-108,RaCA11NMDW0086,C0812F03,5.40394171869565,42.062555042755,114.298897261055
C0605F05,38.09,-107.99,2011CO113001,C0605F05,52.022770457483,238.466921987151,521.649610624032
C0809C07,35.27,-107.99,RaCA11NMJG0006,C0809C07,12.7361051723185,49.5682496585235,112.444574860181
C0805P04,36.84,-107.98,RaCA11NMJG0140,C0805P04,33.1281222691518,85.2599703930297,144.689590368357
C0802P06,35.25,-107.97,RaCA11NMJG0155,C0802P06,15.3009259318434,48.4266976582509,105.959526394919
C0701R04,46.23,-107.96,C0701R04-1,C0701R04,8.65863928639145,37.5931346090528,37.5931346090528
C0601R06,39.81,-107.94,2011CO103071,C0601R06,13.394922368902,67.5626948042252,181.838514427653
F0608F01,37.35,-107.94,2011CO067006,F0608F01,108.635284336816,156.799505932566,215.443305114407
