RacaID,lat,long,upedonid,rcasiteid,SOCstock5,SOCstock30,SOCstock100
C0504W05,42.45,-100.26,11NE031006,C0504W05,5.82115981072809,17.9074563948369,24.9136252097646
C0906R16,32.97,-100.26,S10TX433001,C0906R16,10.5991221566527,35.7352222303232,73.3763734434525
C0511W08,38.33,-100.26,C11KS101101,C0511W08,19.5603247241791,65.9488950173598,106.877192955761
C0506R16,38.67,-100.25,C10ks101901,C0506R16,20.6156955580608,57.0974633258811,120.806067994282
C0508C21,40.18,-100.25,C11NE145101,C0508C21,4.78254666944092,28.6468566431372,59.9294548677736
C0505W04,37.35,-100.23,C11KS119101,C0505W04,9.18583350036496,64.4380881439774,151.16948712125
C0710C07,47.89,-100.22,C0710C07-1,C0710C07,19.0248604449725,85.5311843339019,151.50598898488
C0710C08,47.89,-100.22,C0710C08-1,C0710C08,19.0196558547125,85.4710037381629,147.456235314973
C0911X01,37.22,-100.2,C0911X01-1,C0911X01,5.19676144456022,24.0502006726365,43.2073116031098
C0905R06,36.96,-100.18,C0905R06-1,C0905R06,8.25633801965246,28.8464043265412,36.4780552315809
C0703C67,45.53,-100.16,C0703C67-1,C0703C67,15.5909045674749,85.5348238093192,175.632390469586
C0906X07,32.65,-100.16,S11TX1510006,C0906X07,8.69001330989692,42.0426798986923,92.2486680025312
C0911X05,34.78,-100.15,S2011TX087001,C0911X05,4.02966264149928,20.7358936162737,49.4381295447968
C0703R07,46.15,-100.13,C0703R07-1,C0703R07,20.925254630451,96.3027541763361,176.225546234573
C0508R02,40.75,-100.13,C11NE047101,C0508R02,15.0885214777523,45.0051904935431,69.6561787082007
C0511F06,40.28,-100.13,C11NE065106,C0511F06,15.0289051020932,48.8298157169142,107.595692573619
C0911R10,36.37,-100.12,C0911R10-1,C0911R10,4.02389877650927,54.8192500746211,64.1554698603265
C0912C03,31.36,-100.11,S10TX0950001,C0912C03,11.493953177915,44.2041833767282,69.8276910209357
C0512X01,38.23,-100.1,C11KS083101,C0512X01,7.88003600335602,37.8546978771891,51.6066919563017
C0508R08,39.01,-100.09,C10KS195101,C0508R08,13.9746062662018,61.2958551457297,101.981732225658
C0705C11,46.4,-100.09,C0705C11-1,C0705C11,11.8200324504881,41.9967671273628,73.6419450488146
C0901R07,30.68,-100.08,S11TX2670001,C0901R07,19.5639354566896,79.0979506175971,126.725162746323
C0704R02,43.01,-100.08,C0704R02-1,C0704R02,32.3607481123298,53.6459324304384,NA
C0901R02,37,-100.07,C0901R02-1,C0901R02,10.6562252592608,60.4811961322798,68.7025084649931
C0707X04,48.8,-100.05,C0707X04-1,C0707X04,36.9771597392901,135.478010254353,238.945748590073
C0711R09,45.24,-100.05,C0711R09-1,C0711R09,27.7123639435611,74.2765254306062,124.376957880752
C0708C04,45.61,-100.05,C0708C04-1,C0708C04,9.49593156538401,44.9563891600024,59.6000872173768
C0703W05,45.35,-100.05,C0703W05-1,C0703W05,40.611609696692,184.85138242055,225.02389612991
C0503R03,38.82,-100.05,C11KS195106,C0503R03,13.2201446229828,58.8201380842829,135.986715430701
C0703R02,46.47,-100.03,C0703R02-1,C0703R02,43.3478199561371,122.893869820174,222.312759888815
C0911R22,28.32,-100.03,S11TX1271046,C0911R22,3.03316324352533,13.6847559066825,38.925835952922
C0710C09,47.55,-100.01,C0710C09-1,C0710C09,16.2286391203854,43.4508966460668,74.4216691810042
C0702C88,44.29,-100,C0702C88-1,C0702C88,16.1875503382793,65.9376833543303,151.978980056096
C0503R05,37.83,-99.99,C11KS057101,C0503R05,15.5454282989974,47.5313233118538,103.695078594363
C0912P01,36.88,-99.99,C0912P01-1,C0912P01,13.2143438014378,60.7618176408174,118.80370426934
C0906C12,32.95,-99.99,S10TX253001,C0906C12,7.46374432960955,29.3194170082052,84.2472390025097
C0914R10,29.72,-99.98,S10TX3850001,C0914R10,26.1936947515,87.7092092007541,89.4513601360345
C0710F01,48.91,-99.97,C0710F01-1,C0710F01,73.9808603460063,159.794569497629,199.791875703936
C0908R12,28.36,-99.97,S11TX1271036,C0908R12,7.30279799414035,30.7916371724636,62.9162115592273
C0711R17,45.38,-99.97,C0711R17-1,C0711R17,21.2768977574461,71.7766856287475,115.620378564183
C0704P04,43.14,-99.96,C0704P04-1,C0704P04,15.2379043482386,21.5676718780059,NA
C0711P02,43.37,-99.93,C0711P02-1,C0711P02,23.2747381496656,81.2487411543202,177.997499779524
C0508C16,40.07,-99.92,C11NE065101,C0508C16,7.50749565855699,37.1502004426069,75.1751809419267
C0913R05,36.8,-99.91,C0913R05-1,C0913R05,8.95093909934728,21.8522160330016,34.4018702928551
C0510W04,42.5,-99.91,11NE017001,C0510W04,21.7493988875291,61.7182898637917,98.0236100820887
C0711X88,44.66,-99.89,C0711X88-1,C0711X88,22.024685034754,71.2689084595371,134.799773391687
C0506R04,40.73,-99.88,C11NE047106,C0506R04,8.54180592621395,70.6469146520379,98.0664973723056
C0906P06,34.37,-99.87,S11TX1970001,C0906P06,20.7153886465991,42.2837331390672,63.476482292829
C0510R07,42.49,-99.87,11NE017006,C0510R07,12.3038969459806,50.8180716847926,70.8562813557903
C0704R01,43.13,-99.86,C0704R01-1,C0704R01,5.99996990815674,18.230090018966,38.1731194832305
C0711X08,44.47,-99.86,C0711X08-1,C0711X08,21.291226131913,69.4878615142618,203.285106278287
C0708X05,48.8,-99.85,C0708X05-1,C0708X05,15.1685913002083,44.7167551578349,62.3705766741228
C0708X01,47.99,-99.84,C0708X01-1,C0708X01,14.9350346654962,61.1753932671827,104.419718379988
C0708X03,48.41,-99.84,C0708X03-1,C0708X03,14.8311357514906,65.7360575124216,136.080053879874
C0707W02,48.41,-99.84,C0707W02-1,C0707W02,57.9237379780022,181.705861877245,241.659804383169
C0904R05,37.01,-99.84,C0904R05-1,C0904R05,15.163707481909,55.9570513297061,91.573076607963
C0508C35,39.86,-99.83,C11KS137101,C0508C35,6.76961645996039,39.0474094898221,97.7023413938528
C0901R06,35.05,-99.83,S2011OK009006,C0901R06,20.9076503932599,62.6864999916196,62.6864999916196
C0703W08,46.88,-99.82,C0703W08-1,C0703W08,36.1878650113112,212.943545133433,265.592456541441
C0711P06,44.56,-99.81,C0711P06-1,C0711P06,33.0176566214455,97.3199089656801,163.709919546985
C0904R13,32.13,-99.8,S11TX4410006,C0904R13,20.2084410865159,39.2515184189366,74.0033252811785
C0712R09,44.51,-99.8,C0712R09-1,C0712R09,16.6566642430818,58.1595382347335,85.8987422718834
C0912C07,36.16,-99.77,C0912C07-1,C0912C07,3.50370577241522,34.5763945964193,52.5209484450564
C0705R05,45.61,-99.77,C0705R05-1,C0705R05,14.5230794878963,61.0328541086265,121.526275634124
C0912X09,35.33,-99.76,S2011OK009016,C0912X09,6.47383537635234,12.1070880250692,15.7161731934511
C0504W01,41.83,-99.76,11NE009001,C0504W01,8.11442874325586,26.9469879479392,41.8030676555081
C0901R13,35.44,-99.75,S2011OK129006,C0901R13,6.71302441749878,10.740839067998,10.740839067998
C0904R02,32.58,-99.75,S10TX253006,C0904R02,8.25303201157192,39.494979379901,75.9758121592599
C0711C10,44.53,-99.74,C0711C10-1,C0711C10,12.9677297678832,48.1693491998154,95.2755888829418
C0904P05,27.68,-99.72,S11TX4791026,C0904P05,8.04992974714859,21.6835453841916,40.0689540902937
C0911X03,34.82,-99.71,S2010OK055011,C0911X03,3.28869204042093,8.93188393531858,24.9920674085265
C0705R40,45.29,-99.71,C0705R40-1,C0705R40,16.8538494470454,58.5127701605402,82.7935177437273
C0512X07,38.08,-99.7,C11KS083111,C0512X07,10.7218927812503,41.5304636258022,46.0541472675009
C0704F10,42.67,-99.69,C0704F10-1,C0704F10,17.9745686231549,51.075029232081,66.7367024424866
C0503X01,38.22,-99.67,C11KS083106,C0503X01,14.0996733410771,71.5015579599035,144.952807042844
C0904R01,33.88,-99.66,S11TX1550001,C0904R01,24.7333061018012,59.9746889181826,88.4127573070316
C0712F03,42.7,-99.65,C0712F03-1,C0712F03,14.7862290523149,25.9607818873363,30.0806117515327
C0704F88,42.71,-99.65,nan,nan,nan,nan,nan
C0906C14,32.96,-99.63,S11TX2070001,C0906C14,2.92127603161423,22.9849389387945,32.5063286452785
C0914R12,32.42,-99.63,S10TX441001,C0914R12,12.9129490614319,20.4332232974721,20.4332232974721
C0703W10,47.9,-99.62,C0703W10-1,C0703W10,41.0503720510021,167.325674172049,195.715802898676
C0911R95,36.22,-99.62,C0911R95-1,C0911R95,6.75652699522345,29.4960895502437,55.6303309366857
C0504R21,41.76,-99.61,11NE115001,C0504R21,13.5579510119281,36.7440921160206,50.7068488863909
C0711R04,43.5,-99.61,C0711R04-1,C0711R04,24.8633274529451,70.926625469171,135.666017452905
C0906R11,32.87,-99.6,S10TX417001,C0906R11,16.0799540193573,59.690403011163,104.768557395435
C0905R04,36.31,-99.6,C0905R04-1,C0905R04,4.48516043797527,13.0949970711814,26.3974327705648
C0905R05,37.02,-99.58,C0905R05-1,C0905R05,4.79886957655893,22.5560056993321,36.2046559491963
C0508C32,40.57,-99.56,11NE137001,C0508C32,9.0142316190015,53.3828899965721,111.613641650668
C0503C04,38.47,-99.56,C11KS165101,C0503C04,9.05138190165234,50.3705730902738,128.517884404338
C0701X92,47.08,-99.56,C0701X92-1,C0701X92,15.7590862573845,78.354955867595,142.878182588625
C0901C06,35.3,-99.56,S2011OK009001,C0901C06,9.28341791049118,35.6157497228082,58.7351787107728
C0509R09,40.67,-99.54,11NE137101,C0509R09,15.0466633178624,81.357927694219,94.0155955251726
C0711C07,42.77,-99.54,C0711C07-1,C0711C07,8.80362273259855,48.7197266776295,66.633083479383
C0504R19,42.1,-99.52,11NE149001,C0504R19,5.87014050654237,29.7901207936186,85.7950383564028
C0508C24,40.26,-99.51,C11NE083101,C0508C24,8.77343127567858,41.561574836153,71.415204762273
C0901R10,35.28,-99.5,S2010OK009001,C0901R10,7.47931409479617,52.0917283983244,56.2495295972251
C0508R30,39.17,-99.49,C11KS163101,C0508R30,12.4512524915359,47.5310114355418,90.0330963421316
C0701X91,47.02,-99.49,C0701X91-1,C0701X91,14.5498520878243,56.6273885290992,68.1184095093359
C0705R26,46.28,-99.49,C0705R26-1,C0705R26,15.2959213290587,82.7297494059429,140.372140413822
C0701P06,47.07,-99.46,C0701P06-1,C0701P06,13.3959261143259,66.3837686845984,105.11820716703
C0702C08,44.08,-99.45,C0702C08-1,C0702C08,14.5908778637711,88.7443298014458,230.13471509938
C0913P01,34.72,-99.44,S2010OK065001,C0913P01,22.9698015868277,43.356080129919,54.0181909379181
C0711C09,43.46,-99.43,C0711C09-1,C0711C09,39.8820060659861,129.957651218236,153.074301296026
C0901R04,30.64,-99.43,S10TX3190001,C0901R04,16.1430947185012,59.5984476016632,77.29319825181
C0905R01,37.25,-99.41,C0905R01-1,C0905R01,3.6330567928646,13.7138738318609,36.5491065202981
C0904R06,36.01,-99.41,S2011OK129001,C0904R06,3.53493242235347,7.14884503370613,9.202501507719
C0509R04,38.95,-99.39,C11KS051101,C0509R04,26.0581281829573,96.7332591046597,179.631480341326
C0704C05,42.74,-99.38,C0704C05-1,C0704C05,2.38995383404118,10.7976584550283,100.8962089136
C0906C04,34.94,-99.38,S2010OK055006,C0906C04,9.17042582208698,37.5130765173534,68.9933335128867
C0905R03,36.26,-99.37,C0905R03-1,C0905R03,6.53610770147893,19.5704481395723,33.3992578986456
C0904C04,34.88,-99.36,S2010OK055001,C0904C04,0.942142554672936,7.71432857027884,20.3310587456735
C0711R01,44.58,-99.35,C0711R01-1,C0711R01,25.9623399381603,81.8135654537396,135.243553249239
C0704C04,43.18,-99.34,C0704C04-1,C0704C04,14.698169767149,38.8821331350264,NA
C0712W81,42.78,-99.34,C0712W81-1,C0712W81,6.30038001163324,25.7284621667605,35.1402652536783
C0705R51,45.86,-99.33,C0705R51-1,C0705R51,52.2912461063154,138.771975365816,209.995494146679
C0704F08,42.92,-99.33,C0704F08-1,C0704F08,22.6614300414752,70.9785143832035,104.898286106603
C0901C07,35.3,-99.33,S2011OK149011,C0901C07,3.4067808885262,13.2672308194123,15.425588979409
C0905C76,36.53,-99.3,C0905C76-1,C0905C76,1.71493767582913,5.4116256374802,19.1928024644103
C0906C01,33.56,-99.3,S10TX023001,C0906C01,1.67141422582138,20.171579999228,52.8740735440084
C0710R03,47.04,-99.3,C0710R03-1,C0710R03,59.304127436083,128.984271910696,160.082380115338
C0508C18,40.36,-99.28,11NE137006,C0508C18,22.1871376211567,67.8087233719572,113.736058352277
C0905R10,37.25,-99.28,C0905R10-1,C0905R10,8.40985135189399,21.1184544402549,59.4577325785559
C0704R07,42.83,-99.28,C0704R07-1,C0704R07,2.54247906037865,17.0282216565481,25.4059761664753
C0503R01,37.46,-99.25,C11KS097101,C0503R01,17.375818136976,64.9302539539899,104.870446858665
C0707W05,45.54,-99.25,C0707W05-1,C0707W05,36.0539674000822,120.084622311076,218.583614321577
C0507W06,42.55,-99.25,11NE149006,C0507W06,13.7678991161711,37.5550287191354,64.4072331756103
C0705P03,45.3,-99.23,C0705P03-1,C0705P03,47.7476142208921,93.2545399509844,133.450215942474
C0904X01,34.41,-99.23,S2010OK141001,C0904X01,8.94724895600808,29.8097379074176,56.1685674136905
C0707W01,44.93,-99.22,C0707W01-1,C0707W01,123.192108234807,326.793140194741,411.825038064278
C0508P09,37.49,-99.22,C11KS097111,C0508P09,12.6481832738025,53.4826037232446,112.165273919681
C0710R01,46.59,-99.21,C0710R01-1,C0710R01,23.6046601857798,74.3592805388703,109.041882132142
C0704C01,42.69,-99.2,C0704C01-1,C0704C01,5.99186786250227,NA,NA
C0912X03,37.17,-99.2,C0912X03-1,C0912X03,12.3496880106392,39.8248013118675,60.7953902017024
C0705C07,45.74,-99.19,C0705C07-1,C0705C07,9.37328606340816,38.8353015944036,105.235021105466
C0701R89,43.42,-99.19,C0701R89-1,C0701R89,28.9741709374162,69.5840981247013,118.368321000092
C0912R15,37.06,-99.19,C0912R15-1,C0912R15,8.42301986092107,28.0202975470796,54.8758999899664
C0911R12,32.24,-99.18,S10TX0590001,C0911R12,12.4970460378239,43.2185493638502,71.5641899606325
C0506F02,40.15,-99.18,C11NE083106,C0506F02,9.51976463507064,40.7480171258962,127.754346611785
C0710R02,47.31,-99.18,C0710R02-1,C0710R02,20.6665980187153,80.0832771331073,136.832524447872
C0913R08,36.83,-99.18,C0913R08-1,C0913R08,6.48574808972865,13.1409369598483,13.1409369598483
C0901P05,35.14,-99.17,S2010OK149001,C0901P05,5.45827138645406,22.1466012716948,36.5025946148187
C0508C22,40.39,-99.15,11NE099001,C0508C22,13.6642333567027,60.6532532096189,113.483774099869
C0508R05,41.64,-99.15,11NE175001,C0508R05,15.4045769570005,71.9744414660551,134.239942221947
C0504W04,42.05,-99.15,11NE071001,C0504W04,8.96080330903812,25.9257849046301,46.2851525003501
C0701P01,46.43,-99.14,C0701P01-1,C0701P01,23.5765149471496,73.4566488781782,113.022041600958
C0711C01,43.65,-99.14,nan,nan,nan,nan,nan
C0510R05,42.45,-99.14,11NE089021,C0510R05,26.8589725442613,110.731047893851,149.567821274256
C0508C12,38.3,-99.13,C11KS145101,C0508C12,7.05859381327855,46.420752614531,94.9591234844536
C0901R09,33.33,-99.12,S11TX4470006,C0901R09,18.8426150629621,69.1336006392198,69.1336006392198
C0912R29,33.03,-99.1,S11TX4470001,C0912R29,48.6073203904326,96.1977175125192,176.902216618208
C0904F09,34.25,-99.06,S2011OK141006,C0904F09,53.7890521009172,86.493798556035,145.131814995395
C0704C02,42.62,-99.05,C0704C02-1,C0704C02,4.10001608789109,21.1836913259123,47.6198934742455
C0509W05,37.46,-99.04,C11KS097106,C0509W05,12.8661194828081,42.9074915079955,51.7816776935182
C0902R02,27.69,-99.04,S11TX4791031,C0902R02,5.28765138490575,31.2053427152061,37.7906898951993
C0906R25,31.03,-99.01,C0906R25-1,C0906R25,11.2709671101886,39.5901484987475,55.6414013619663
C0711P01,44.82,-98.99,C0711P01-1,C0711P01,24.1478515344448,59.4921835079448,99.6384434937766
C0912C05,35.85,-98.97,S2011OK043001,C0912C05,4.72569857122239,29.1156842889344,83.2382547597431
C0906R07,29.74,-98.97,S10TX0190001,C0906R07,23.214313761691,84.6032379794686,126.64355362975
C0508R23,40.04,-98.97,C11NE061101,C0508R23,17.530845811858,54.5545464586278,93.960264657782
C0904F03,36.2,-98.97,C0904F03-1,C0904F03,28.8498619487843,65.6442779262718,77.0418571042021
C0705R83,45.88,-98.96,C0705R83-1,C0705R83,33.1893363800904,110.508586201986,168.14407606965
C0904C05,33.32,-98.95,S10TX503001,C0904C05,5.56662334052366,33.166463542197,NA
C0508R16,40.14,-98.95,C11NE061106,C0508R16,64.3253292187498,94.3611017366684,179.582019830038
C0504R17,42.31,-98.94,11NE089006,C0504R17,3.19551430768542,10.8194571552681,29.9930470343489
C0504X01,42.31,-98.94,11NE071006,C0504X01,1.40630730770186,7.23334076319077,23.408509078874
C0902R12,27.72,-98.93,S11TX4794001,C0902R12,6.00740767529298,20.162444002386,28.5099696242666
C0703C65,44.51,-98.93,C0703C65-1,C0703C65,13.3324359078288,72.4706051069809,143.78208686571
C0707W10,45.29,-98.93,C0707W10-1,C0707W10,37.6057628640086,125.621667093913,188.762842429894
C0912R24,36.81,-98.91,C0912R24-1,C0912R24,20.4595138223403,85.2877307369232,188.964393108413
C0506R08,41.23,-98.88,11NE163001,C0506R08,13.9440029360461,40.887057624092,60.4091323179285
C0701C95,46.83,-98.87,C0701C95-1,C0701C95,14.9552934542478,57.7943210021212,99.3280019226061
C0711P04,44.83,-98.85,C0711P04-1,C0711P04,14.7510406321248,62.9398264768297,116.304245727637
C0705C31,45.68,-98.84,C0705C31-1,C0705C31,14.5007099761071,59.6473328366118,109.124715374381
C0508R03,41.17,-98.83,11NE163006,C0508R03,14.1149895511391,60.0914866045469,93.9324004306016
C0913R06,36.46,-98.8,C0913R06-1,C0913R06,4.55017425272555,8.5690223720892,10.4993736726963
C0707R05,45.84,-98.78,C0707R05-1,C0707R05,21.0366011306607,67.615274027106,93.2125422310075
C0504R05,42.45,-98.78,11NE089001,C0504R05,9.26159328584187,38.2654409858302,63.9895919427616
C0705R52,45.59,-98.77,C0705R52-1,C0705R52,19.1183831561768,75.273721955099,131.848219237356
C0707W68,44.97,-98.76,C0707W68-1,C0707W68,36.9159593948383,190.364216632275,264.80936217503
C0711R07,44.65,-98.73,C0711R07-1,C0711R07,27.891556530467,81.8840130214051,140.007037876575
C0701X90,47.59,-98.72,C0701X90-1,C0701X90,8.06595949414877,37.1673390940596,58.3339420830438
C0912C02,35.44,-98.72,S2011OK149006,C0912C02,6.62479552411807,35.0686810469012,55.4364123508626
C0504C04,40.43,-98.72,11NE001001,C0504C04,3.85017290947547,16.5951094473278,32.7226103776079
C0512C06,39.16,-98.71,C11KS141101,C0512C06,71.8077581979972,192.441926878886,257.148073494657
C0703P92,44,-98.69,C0703P92-1,C0703P92,36.3642873166352,132.085645818693,254.286524622825
C0504C05,37.81,-98.67,11KS151001,C0504C05,5.65547133853924,22.7877107676215,37.3482732949029
C0904W84,34.4,-98.66,S2011OK141001,C0904W84,12.6828624056486,48.3524753152439,101.660505169282
C0707P05,45.47,-98.66,C0707P05-1,C0707P05,24.5704439241445,80.6349451937782,132.269027808976
C0902R03,33.83,-98.65,S2011TX009006,C0902R03,15.7087037711054,58.7484675098136,87.0463590072873
C0508P04,37.63,-98.65,11KS151006,C0508P04,12.0551184993043,33.5063806879026,49.2062899288241
C0711R75,44.04,-98.64,C0711R75-1,C0711R75,34.8678908418459,103.816257771786,159.704236834929
C0711R10,44.09,-98.62,C0711R10-1,C0711R10,25.9818973367138,95.0832771107319,134.018455790404
C0911R17,26.73,-98.62,S10TX4271006,C0911R17,5.96311298658162,31.559254637433,54.6962713478962
C0704P05,44.73,-98.62,C0704P05-1,C0704P05,27.5517706857129,63.795701179083,92.9839710288574
C0912R05,28.12,-98.61,S10TX3111011,C0912R05,5.96651560611093,36.6786575729088,73.5426535050828
C0708P06,47.65,-98.6,C0708P06-1,C0708P06,13.3935703106455,89.2710026185279,168.2028795574
C0911R07,26.71,-98.6,S10TX4271001,C0911R07,5.53007269678067,24.9441139214355,52.1362148459518
C0906C03,32.27,-98.58,S10TX1330001,C0906C03,1.27271102652951,6.76417625344416,34.4940878417386
C0703F01,47.78,-98.58,C0703F01-1,C0703F01,50.2617984439375,162.585343304184,409.442786582158
C0509W01,37.89,-98.56,11KS185001,C0509W01,63.8543050657421,289.54920104347,327.759129842436
C0902P05,33.55,-98.56,S2011TX009001,C0902P05,24.3236651884278,56.5151218885824,83.2287560946729
C0905P02,36.84,-98.56,C0905P02-1,C0905P02,1.83076627915596,2.98220335758808,6.83064864298039
C0911R14,26.98,-98.55,S11TX2474001,C0911R14,4.73588189167698,12.680651351471,33.3406172883811
C0709P09,44.03,-98.54,C0709P09-1,C0709P09,19.3899911731845,34.7059406112018,51.967440070422
C0911R04,27.29,-98.53,S10TX2471016,C0911R04,3.16684854694503,11.9074780536749,29.0989372975204
C0905C06,36.09,-98.53,S2011OK011001,C0905C06,4.71691763795394,17.0215608597037,27.7202624596911
C0711F09,42.97,-98.53,C0711F09-1,C0711F09,62.9722123932489,157.342265923757,335.527311433405
C0901C02,35.44,-98.52,S2011OK015001,C0901C02,5.74802221893833,17.9309019002666,33.1828225365168
C0707C04,44.7,-98.5,C0707C04-1,C0707C04,13.257541163225,56.2270565767366,91.3475233844086
C0911P08,31.92,-98.5,S11TX093001,C0911P08,14.566680260718,21.9196197692242,26.8534155354802
C0509F01,40.08,-98.49,C11NE181101,C0509F01,14.5225488312548,35.0377963908312,39.591662553853
C0708R01,47.63,-98.49,C0708R01-1,C0708R01,22.3704241384682,87.8279563381092,130.513375638277
C0904F02,37.05,-98.49,C0904F02-1,C0904F02,102.381557174012,213.601966877052,328.43455169214
C0508C01,40.18,-98.48,11NE181006,C0508C01,9.1283812629729,43.8050151587366,75.1460064807343
C0912R07,27.74,-98.46,S11TX1311001,C0912R07,10.8215935615562,19.7573086134517,19.7573086134517
C0503F03,39.21,-98.46,C11KS105111,C0503F03,12.527043570142,73.2935072450812,167.447344155158
C0508C06,40.31,-98.44,11NE181001,C0508C06,9.2459317326495,31.3338095675928,45.298212884126
C0701F05,42.9,-98.43,C0701F05-1,C0701F05,31.6080943489724,100.723708362799,210.222997717189
C0510C03,41.04,-98.42,11NE079001,C0510C03,9.26423663127989,42.0937144386305,54.5853610620972
C0711R14,43.3,-98.41,C0711R14-1,C0711R14,30.6137518039783,100.41599935977,174.466315448797
C0912R20,27.57,-98.41,S10TX1311011,C0912R20,4.1564553323259,15.2467292777287,17.3840173775074
C0707C03,42.52,-98.41,C0707C03-1,C0707C03,12.817611320992,62.7207280091055,87.8095140856872
C0711C04,43.49,-98.4,C0711C04-1,C0711C04,17.1084285859692,59.8071354993061,97.2139013574221
C0508R14,39.11,-98.38,C11KS105106,C0508R14,19.0405774085122,104.95079513691,130.835220185754
C0508X01,38.93,-98.38,C11KS105101,C0508X01,9.26372251357478,40.7745148046107,72.0307080520967
C0504F08,42.21,-98.38,11NE089026,C0504F08,14.9877895286247,50.5732691496002,89.5350819925176
C0901X02,37.14,-98.37,C0901X02-1,C0901X02,5.24680113552138,21.6811714796493,26.5463487738285
C0511X01,40.2,-98.36,11NE181016,C0511X01,9.86695574160525,43.4365068968035,110.759873966346
C0911R24,27.55,-98.35,S11TX1311051,C0911R24,5.75573901714854,19.4610040543425,21.049269010358
C0904C06,34.47,-98.35,S2011OK031001,C0904C06,11.7485584646422,39.8371296364147,110.148327042787
C0912R28,28.03,-98.34,S11TX1314001,C0912R28,10.8318100859686,55.9422742351037,105.387954274668
C0511W07,40.02,-98.34,C11NE181106,C0511W07,14.1333828298137,64.3374228737649,116.580719176061
C0712P08,42.46,-98.34,C0712P08-1,C0712P08,22.2616850553725,90.0837782001478,163.744557372887
C0710C10,46.05,-98.33,C0710C10-1,C0710C10,14.9741372891096,56.4195302706807,122.307412958071
C0704F05,42.73,-98.33,C0704F05-1,C0704F05,19.6811885880925,62.7845948264976,134.917238127125
C0907P03,36.47,-98.32,C0907P03-1,C0907P03,12.3860151284766,23.8673887333754,36.1235427583568
C1002R99,42.18,-98.31,C1002R99-1,C1002R99,8.00560774009835,19.9275292420699,31.6065328553731
C0508C36,40.24,-98.29,11NE181011,C0508C36,12.2218954128963,56.9489258698127,127.430096096311
C0913P03,35.54,-98.29,S2010OK017001,C0913P03,8.56859607199658,16.3790409449422,16.6142108491675
C0509C04,40.91,-98.29,11NE079006,C0509C04,10.7701926203262,58.7602027115671,107.471112963682
C0912R30,36.8,-98.29,C0912R30-1,C0912R30,8.53774142567719,20.7851602494539,25.9771289573876
C1006C21,41.4,-98.27,C1006C21-1,C1006C21,6.43933619895497,22.9774337552937,46.0827485462843
C0703X87,47.47,-98.27,C0703X87-1,C0703X87,13.7493562022933,60.4701964497199,74.6321247861342
C0704F03,42.62,-98.26,C0704F03-1,C0704F03,27.3924117364007,65.680359575634,98.2602863864107
C0710C12,46.56,-98.26,C0710C12-1,C0710C12,16.5340512385785,63.4564470509772,116.31884978093
C0703P06,46.56,-98.26,C0703P06-1,C0703P06,70.0365651715187,254.843689852209,481.3058779308
C0711F05,42.79,-98.25,C0711F05-1,C0711F05,16.8291042948749,28.0293856077162,57.6106179572474
C0914R07,30.48,-98.25,S10TX0530001,C0914R07,10.0543393634412,35.849008987473,35.849008987473
C0509R05,41.13,-98.24,11NE121016,C0509R05,51.355247219709,141.439432543922,182.482411938228
C0906R13,33.57,-98.23,S2011TX077001,C0906R13,12.0149712565805,31.893065802298,74.8494193359543
C0906R19,33.52,-98.22,S10TX0770006,C0906R19,6.86521435880147,21.0707292829996,39.980975348365
C0901C05,36.62,-98.22,C0901C05-1,C0901C05,3.00562987378807,12.8703551276628,18.9847643785162
C0704C03,44.2,-98.21,C0704C03-1,C0704C03,12.7185980754484,48.0676072954677,89.6338020065234
C0902P01,34.24,-98.21,S2011OK033001,C0902P01,11.9194561432976,41.976529595199,108.823043789127
C0504P03,40.92,-98.21,11NE081006,C0504P03,22.8056832679971,57.5097318186298,71.8424200223717
A0904C99,35.11,-98.21,nan,nan,nan,nan,nan
C0913P09,35.47,-98.2,C0913P09-1,C0913P09,7.08894119507558,11.1800975874603,11.8894216939699
C0902R04,29.48,-98.2,S11TX0298001,C0902R04,24.2884530571175,120.784602403092,204.47751201591
C0912F03,35.41,-98.17,S2010OK017006,C0912F03,60.5886648205839,91.0145968714705,151.678220416707
C0912R08,30.1,-98.17,S11TX2090001,C0912R08,23.3169466853004,104.322870139053,181.515672617923
C0707P08,44.09,-98.17,C0707P08-1,C0707P08,23.892325632426,78.2339717035122,107.977209659538
C0907R03,27.98,-98.15,S10TX2491006,C0907R03,10.4390408382896,46.9552220189962,83.9939948255436
C0703X02,47.7,-98.14,C0703X02-1,C0703X02,25.3469091678753,94.1693717007371,244.678214065828
C0901P08,35.17,-98.12,S2011OK015011,C0901P08,12.9325683264647,36.0917233978313,36.0917233978313
C1006C01,41.57,-98.12,C1006C01-1,C1006C01,16.3233960332931,67.6190688864161,140.424692598434
C0710X06,48.47,-98.12,C0710X06-1,C0710X06,17.681795891351,70.5302719070106,90.9168634529906
C0707C84,47.39,-98.11,C0707C84-1,C0707C84,12.1362627872359,57.5569531588508,120.533522613525
C0707R03,47.43,-98.11,C0707R03-1,C0707R03,29.9010525133879,101.130985473165,143.642550653075
C0707W06,44.92,-98.11,C0707W06-1,C0707W06,17.7374825186027,81.1852988062456,192.6781188775
C0509C05,41.04,-98.09,11NE121011,C0509C05,12.2918169746602,70.9606218793116,135.973133314502
C0710C01,45.21,-98.08,C0710C01-1,C0710C01,15.0988893210718,63.0816516470232,109.599386923425
